'Chestnut Real Estate Fund II','Chestnut Funds',200.00,3.80,1.17,74.46,42.30,82.62
'Cheyenne III','Floyd Oil Company',66.00,4.20,1.11,0.00,111.00,100.00
'Chicago Growth Partners','Chicago Growth Partners',211.00,3.93,1.22,0.00,121.68,100.00
'Chicago Growth Partners II','Chicago Growth Partners',283.00,-4.93,0.71,21.29,49.54,99.88
'China Privatization Fund I','Crimson Capital China',198.85,13.75,1.70,1.05,168.51,100.02
'ChinaVest IV','ChinaVest',19.10,7.32,1.45,0.00,144.63,98.91
'Chisholm Partners IV','Chisholm Private Capital Partners',24.50,13.46,1.91,36.63,153.89,99.04
'ChrysCapital II','ChrysCapital',185.50,15.21,1.51,133.00,18.07,97.93
'ChrysCapital III','ChrysCapital',400.00,30.62,1.56,156.43,0.00,82.48
'ChrysCapital IV','ChrysCapital',69.60,19.50,1.34,0.00,134.00,95.00
'ChrysCapital V','ChrysCapital',160.00,3.60,1.10,20.29,89.44,93.75
'Chrysalis Ventures Fund III','Chrysalis Ventures',94.50,18.30,1.43,117.44,25.81,96.56
'Chrysalix Energy III','Chrysalix',310.00,31.80,2.59,88.71,170.73,99.00
'Churchill Capital Partners I','BlenCap Mezzanine Partners',588.00,15.10,1.41,122.09,18.45,86.93
'Ciclad 5','Ciclad',150.00,18.70,2.10,60.00,150.00,100.00
'Cinven I','Cinven',27.30,23.80,1.98,0.00,198.00,100.00
'Cinven II','Cinven',13.10,11.10,1.47,0.00,147.00,100.00
'Cinven III','Cinven',25.30,6.20,1.39,0.00,139.00,100.00
'Cinven V','Cinven',131.00,9.09,1.66,0.00,165.90,100.00
'Citicorp Mezzanine Partners','Citi Private Equity',48.00,10.60,1.70,0.00,169.78,100.00
'CityView Los Angeles','CityView',539.00,11.39,1.17,113.85,2.71,100.00
'CityView Southwest Multi-Family Fund','CityView',13.80,-5.00,0.80,0.00,80.00,100.00
'Clareant European Direct Lending Fund','Alcentra',197.20,-17.23,0.22,0.18,21.98,100.27
'Clareant Strategic Credit Fund','Alcentra',1019.41,-16.86,0.28,2.07,26.11,100.00
'Claremont Creek Ventures I','Claremont Creek Ventures',324.00,13.00,1.51,0.00,150.61,100.00
'Claremont Creek Ventures II','Claremont Creek Ventures',301.00,25.02,1.66,0.00,166.14,100.00
'Clarion Investors II','Clarion Capital Partners',498.00,8.70,1.31,0.00,131.04,100.00
'Clarion-Illinois State Board of Investment Separate Account','Clarion Partners',1172.00,-33.40,0.04,0.00,4.27,100.00
'Clarity Partners','Clarity Partners',26.00,30.00,2.17,0.00,216.90,100.00
'Clarus Ventures','Blackstone Life Sciences',380.46,-100.00,0.00,0.00,0.00,102.69
'Clarus Ventures II','Blackstone Life Sciences',440.00,-23.66,0.17,0.00,17.11,100.00
'Clay Cove Capital Opportunities Fund I','Clay Cove Capital',679.10,5.50,1.39,24.67,114.37,95.45
'Clay Cove Capital Opportunities Fund II','Clay Cove Capital',1295.10,16.17,1.42,0.00,141.53,100.00
'Clayton Dubilier & Rice I','Clayton Dubilier & Rice',606.10,17.90,1.33,119.18,13.74,30.40
'Clayton Dubilier & Rice II','Clayton Dubilier & Rice',287.85,46.89,3.50,0.00,350.26,90.40
'Clayton Dubilier & Rice III','Clayton Dubilier & Rice',662.40,8.40,1.58,0.00,157.85,91.48
'Clayton Dubilier & Rice IV','Clayton Dubilier & Rice',655.55,17.60,1.78,36.75,141.05,99.95
'Clayton Dubilier & Rice IX','Clayton Dubilier & Rice',269.00,8.60,1.50,5.66,144.00,78.78
'Clayton Dubilier & Rice V','Clayton Dubilier & Rice',259.80,18.80,1.54,2.50,151.38,82.33
'Clayton Dubilier & Rice VII','Clayton Dubilier & Rice',235.50,13.80,1.14,56.88,57.22,96.10
'Clayton Dubilier & Rice VIII','Clayton Dubilier & Rice',1000.00,50.50,1.23,122.55,0.00,55.25
'Clean Growth Fund IV','North Sky Capital',300.00,-0.15,0.99,0.00,99.29,125.47
'Clearlake Capital Partners I','Clearlake Capital Group',1100.00,11.99,1.36,0.19,136.26,103.70
'Clearlake Capital Partners II','Clearlake Capital Group',1300.00,12.20,1.39,27.33,111.60,100.07
'Clearlake Opportunities Partners','Clearlake Capital Group',304.00,17.30,1.62,2.77,159.11,91.46
'Clearstone Venture Partners I-B','Clearstone Venture Partners',411.00,11.10,1.32,121.75,9.91,65.38
'Clearstone Venture Partners II','Clearstone Venture Partners',3400.00,13.26,1.74,0.09,173.92,93.00
'Clearview Capital Fund II','Clearview Capital',3600.00,8.18,1.28,111.93,15.61,96.00
'Clearview Capital Fund III','Clearview Capital',12.07,40.32,2.11,0.00,210.60,100.00
'Clearview Capital Pre-Fund','Clearview Capital',11.59,17.01,1.49,0.00,149.41,100.00
'Clearwater Capital Partners Fund III','Clearwater Capital Partners',4.00,53.58,3.55,0.00,354.75,100.00
'Clessidra Capital Partners II','Clessidra Capital Partners',3.10,69.42,7.85,0.00,784.86,100.00
'Close Brothers Growth Capital Fund I','Growth Capital Partners',3.00,36.78,2.99,0.00,299.00,100.00
'Close Brothers Growth Capital Fund II','Growth Capital Partners',3.00,61.96,7.89,0.00,788.57,100.00
'Close Investment 1988 Fund','CBPE Capital',3.20,20.37,2.26,0.00,226.48,100.00
'Close Investment 1994 Fund','CBPE Capital',78.96,16.40,1.20,0.00,120.00,100.00
'Close Investment 1997 (Top Up) Fund','CBPE Capital',164.44,11.60,1.46,0.00,146.00,100.00
'Close Investment 1997 Fund','CBPE Capital',171.41,6.20,1.20,31.00,89.00,100.00
'Cloudveil','Grove Street Advisors',530.33,7.50,1.18,100.00,18.00,100.00
'Co-Investment Fund 2000','Cross Atlantic Capital Partners',591.48,9.40,1.87,32.00,155.00,99.30
'Co-Investment Partners Europe','Lexington Partners',1265.38,8.60,1.49,46.00,103.00,95.00
'Co-Investment Partners I-A','Lexington Partners',194.55,16.00,2.66,152.00,114.00,100.00
'Co-Investment Partners III','Lexington Partners',85.79,8.00,1.38,120.00,18.00,100.00
'Code Hennessy & Simmons I','CHS Capital',3355.00,10.00,1.22,115.00,7.00,90.00
'Code Hennessy & Simmons II','CHS Capital',102.30,93.00,3.53,0.00,353.30,95.40
'Code Hennessy & Simmons III','CHS Capital',315.00,35.00,5.49,0.00,549.00,122.20
'Code Hennessy & Simmons IV','CHS Capital',1628.00,8.20,1.56,4.00,152.00,123.60
'Cognitiv Ventures I','Cognitiv',1458.00,8.00,1.41,29.00,112.00,109.30
'Cohesive Capital Partners I','Cohesive Capital Partners',2620.00,12.00,1.35,101.00,34.00,102.80
'Cohesive Capital Partners II','Cohesive Capital Partners',210.00,9.00,1.56,20.00,136.00,97.80
'ColFin Cobalt Partnership','Colony Capital',505.00,8.20,1.64,75.00,89.00,104.70
'Coller International Partners II','Coller Capital',106.00,18.00,2.24,217.00,7.00,88.40
'Coller International Partners III','Coller Capital',342.00,19.00,1.25,114.00,11.00,71.90
'Coller International Partners IV','Coller Capital',150.00,13.60,2.13,0.00,212.50,100.00
'Colony Asia I','Colony Capital',10.00,1.43,1.10,0.00,110.17,100.00
'Colony Distressed Credit & Special Situations Fund III','Colony Capital',27.00,24.59,2.05,103.50,101.70,99.50
'Colony Distressed Credit & Special Situations Fund IV','Colony Capital',40.00,28.46,1.99,129.50,69.00,95.00
'Colony Distressed Credit Fund','Colony Capital',278.50,9.22,1.70,0.00,170.46,96.06
'Colony Distressed Credit Fund II','Colony Capital',405.00,8.26,1.54,0.00,153.80,87.12
'Colony Investors II','Colony Capital',27.10,-3.52,0.81,0.00,81.13,100.00
'Colony Investors III','Colony Capital',1463.32,1.90,1.08,23.59,84.56,102.14
'Colony Investors IV','Colony Capital',298.55,17.40,1.58,0.00,157.58,97.10
'Colony Investors V','Colony Capital',125.73,42.81,2.41,0.00,241.40,94.10
'Colony Investors VIII','Colony Capital',34.00,39.00,3.24,0.00,324.38,89.40
'Colony Realty Partners II','Colony Capital',442.50,-17.20,0.40,19.41,20.11,100.29
'Colony Realty Partners IV','Colony Capital',1264.80,9.90,1.69,0.00,169.31,108.22
'Columbia Capital Equity Partners I-A','Columbia Capital',146.74,7.00,1.30,0.00,130.00,93.70
'Columbia Capital Equity Partners I-B','Columbia Capital',252.89,7.00,1.19,41.27,77.25,99.47
'Columbia Capital Equity Partners II','Columbia Capital',324.05,2.14,1.01,98.46,3.00,41.94
'Columbia Capital Equity Partners III','Columbia Capital',75.00,26.90,2.52,26.90,225.53,89.28
'Columbia Capital Equity Partners IV','Columbia Capital',153.00,12.34,1.34,125.82,8.32,77.40
'Columbia Capital Equity Partners V','Columbia Capital',40.00,1.70,1.12,20.36,91.20,95.15
'Columbia Capital Equity Partners VI','Columbia Capital',110.00,-11.17,0.46,0.00,45.60,97.50
'Columbia Pacific 2016 Acquisition II','Columbia Pacific Advisors',146.50,5.69,1.35,0.00,134.60,98.00
'Columbia Pacific Distressed Fund','Columbia Pacific Advisors',35.00,8.70,2.08,6.84,200.90,97.00
'Columbia Pacific Real Estate Fund II','Columbia Pacific Advisors',2431.20,6.65,1.20,112.95,7.44,91.13
'Columbia Pacific Senior Housing Fund','Columbia Pacific Advisors',676.00,10.64,1.90,0.00,190.00,109.47
'Column Group II','The Column Group',2372.30,10.07,1.73,49.44,123.72,106.95
'Column Group III','The Column Group',1770.80,6.05,1.62,54.38,108.09,100.00
'Colyzeo I','Colony Capital',200.00,15.10,2.76,223.00,53.00,95.60
'Commerce Health Ventures','NewSpring Capital',818.00,0.50,1.01,99.70,1.00,29.20
'Commerce Street Financial Partners','Commerce Street Holdings',724.10,8.45,1.49,128.14,21.29,100.00
'Commerce Street Income Partners','Commerce Street Holdings',185.00,0.00,1.00,100.00,0.00,7.60
'Commerce Street Income Partners II','Commerce Street Holdings',425.00,1.68,1.11,28.31,83.11,87.60
'Commercial Real Estate Debt Fund','Octopus Investments',925.00,15.46,1.83,37.92,145.55,95.09
'Commercial Real Estate Debt Fund- Syndication','Octopus Investments',1575.00,9.67,1.11,90.26,20.43,89.77
'Commonfund Capital Emerging Markets 2013','Commonfund Capital',86.00,22.60,1.36,0.00,136.00,100.00
'Commonfund Capital Global Private Equity Partners 2014','Commonfund Capital',150.00,16.30,1.71,0.00,171.00,96.00
'Commonfund Capital International Partners IV','Commonfund Capital',810.21,10.45,1.76,56.55,119.00,100.00
'Commonfund Capital International Partners V','Commonfund Capital',1993.39,9.76,1.23,103.96,19.00,65.00
'Commonfund Capital International Partners VI','Commonfund Capital',1369.50,14.21,2.17,38.70,178.00,100.00
'Commonfund Capital International Partners VII','Commonfund Capital',1886.16,16.32,2.06,169.20,37.00,100.00
'Commonfund Capital International Partners VIII','Commonfund Capital',1796.94,8.01,1.10,110.40,0.00,55.00
'Commonfund Capital Natural Resources IX','Commonfund Capital',519.26,3.55,1.20,70.58,49.68,99.79
'Commonfund Capital Natural Resources VII','Commonfund Capital',119.00,33.00,1.56,100.00,56.00,100.00
'Commonfund Capital Natural Resources X','Commonfund Capital',41.00,12.00,2.20,0.00,220.20,100.00
'Commonfund Capital New Leaders','Commonfund Capital',46.00,32.70,1.43,0.00,142.60,100.00
'Commonfund Capital New Leaders II','Commonfund Capital',40.00,10.70,1.32,0.00,131.90,100.00
'Commonfund Capital Partners 1999','Commonfund Capital',300.00,-12.64,0.42,0.00,41.83,100.00
'Commonfund Capital Partners 2000','Commonfund Capital',200.00,8.30,1.16,53.56,62.15,116.51
'Commonfund Capital Partners III','Commonfund Capital',19.16,43.24,3.22,11.00,311.00,92.00
'Commonfund Capital Partners IV','Commonfund Capital',26.33,-2.42,0.93,91.00,1.83,62.00
'Commonfund Capital Private Equity Partners V','Commonfund Capital',354.00,9.81,1.74,41.87,132.33,71.74
'Commonfund Capital Private Equity Partners VI','Commonfund Capital',122.00,15.71,1.93,98.48,94.16,80.22
'Commonfund Capital Private Equity Partners VII','Commonfund Capital',132.00,10.87,1.37,97.85,39.36,84.36
'Commonfund Capital Venture Partners VIII','Commonfund Capital',90.00,43.85,2.46,231.32,14.28,75.24
'Commonfund Capital Venture Partners X','Commonfund Capital',990.00,26.90,3.23,163.10,159.80,123.30
'Commonfund Capital Venture Partners XI','Commonfund Capital',1299.00,16.30,1.46,111.30,34.90,93.40
'Commonwealth Capital Ventures II','Commonwealth Capital Ventures',1291.00,5.64,1.26,8.94,117.24,86.99
'Commonwealth Capital Ventures III','Commonwealth Capital Ventures',1533.49,-9.60,0.58,1.77,56.70,94.19
'Commonwealth Capital Ventures IV','Commonwealth Capital Ventures',65.96,12.00,1.40,0.00,140.00,100.00
'Comvest Capital III','Comvest Partners',37.50,129.00,30.75,164.14,2910.45,100.00
'Comvest Investment Partners','Comvest Partners',32.00,86.00,10.27,0.00,1026.79,100.00
'Comvest Investment Partners III','Comvest Partners',1250.00,11.90,1.23,120.85,2.41,73.68
'Comvest Investment Partners V','Comvest Partners',5.00,2.70,1.58,0.00,158.10,100.00
'Connecticut Emerging Private Equity Fund of Funds','Muller & Monroe Asset Management',4.40,11.00,1.50,0.00,150.30,100.00
'Connecticut Future Fund','Cullinane & Donnelly',28.31,14.30,1.33,8.40,124.10,100.00
'Consilium Private Equity Fund','Consilium',2.00,11.70,1.58,0.00,158.03,129.35
'Constellation Ventures III','HPS Investment Partners',9.10,13.80,1.76,0.00,175.54,57.26
'Constitution Liquidating Fund','Fairview Capital Partners',59.90,10.60,1.43,53.98,88.55,122.41
'Content Partners Fund 3','Content Partners',12.60,13.92,1.77,0.00,176.82,56.83
'Contrarian Distressed Real Estate Debt Fund II','Contrarian Capital Management',59.30,10.60,1.42,55.83,86.50,120.87
'Coral Partners Fund II','Coral Group',22.88,-4.93,0.71,0.00,71.13,100.00
'Coral Partners Fund IV','Coral Group',30.89,65.74,8.10,0.00,809.80,100.00
'Coral Partners Fund V','Coral Group',25.20,-10.54,0.61,0.00,61.10,100.00
'Core Capital Partners II','Core Capital',33.75,16.50,1.73,0.00,172.97,100.00
'Core Capital Partners II','Core Capital Partners',15.00,1.40,1.05,0.00,104.70,100.00
'Corinthian Equity Fund I','Corinthian Capital',50.00,-20.10,0.21,0.00,20.97,100.00
'Cornerstone Apartment Venture I','Barings Real Estate',200.00,19.10,1.40,0.00,140.17,36.80
'Cornerstone Apartment Venture III','Barings Real Estate',845.00,18.60,1.35,0.00,134.58,38.92
'Cornerstone Core Mortgage Fund I','Barings Real Estate',425.00,11.90,1.16,0.00,116.34,79.60
'Cornerstone Enhanced Mortgage Fund','Barings Real Estate',540.00,16.11,1.57,0.00,157.33,68.25
'Cornerstone Equity Investors IV','Cornerstone Equity Investors',750.00,31.40,2.22,0.00,222.00,78.10
'Cornerstone Hotel Income and Equity Fund','Barings Real Estate',4120.00,13.30,1.61,12.87,148.14,99.81
'Cornerstone Real Estate Fund VIII','Barings Real Estate',13988.72,14.60,1.30,105.00,25.00,99.00
'Corpfin Capital III','Corpfin Capital',840.00,22.90,2.52,0.00,251.60,95.80
'Corpfin Capital IV','Corpfin Capital',3333.00,19.06,2.40,0.00,239.64,99.94
'Corporate Partners','Corporate Partners',3971.00,41.04,2.89,6.97,281.60,98.53
'Cortec Group Fund I','Cortec Group',7258.81,16.50,1.99,0.11,198.75,90.43
'Cortec Group Fund III','Cortec Group',14202.66,20.20,2.31,40.00,191.00,98.00
'Cortec Group Fund VI','Cortec Group',310.00,11.68,2.23,122.89,99.77,89.14
'Cortland Partners Fund I','Cortland ',844.30,19.40,2.25,7.00,218.00,95.00
'Cortland Partners Fund II','Cortland ',2307.00,8.94,1.43,30.00,113.00,95.00
'Cortland Partners Fund III','Cortland ',3025.20,9.38,1.21,110.00,11.00,95.00
'Cotton Creek Capital Partners II','Cotton Creek Capital',192.15,23.01,1.64,33.18,130.46,78.70
'Cottonwood Technology Fund I','Cottonwood Technology Fund',5777.40,6.93,1.44,4.00,140.00,95.00
'Courage Credit Opportunities Fund I','Courage Capital Management',1966.20,17.48,2.00,4.00,196.00,95.00
'Courage Credit Opportunities Fund II','Courage Capital Management',205.00,20.24,1.40,11.39,128.79,91.20
'Courage Credit Opportunities Fund III','Courage Capital Management',205.00,14.13,1.54,72.54,81.48,95.60
'Court Square Capital Partners','Court Square Capital Partners',784.00,-17.70,0.43,0.00,43.00,85.00
'Court Square Capital Partners II','Court Square Capital Partners',3.00,14.63,2.63,0.00,262.55,100.00
'Court Square Capital Partners III','Court Square Capital Partners',5.20,2.60,1.13,0.00,113.29,99.76
'Covenant Apartment Fund I','Covenant Capital Group',6.00,-11.00,0.40,0.00,40.00,100.00
'Covenant Apartment Fund III','Covenant Capital Group',515.00,8.04,1.51,77.00,74.00,100.00
'Covenant Apartment Fund IV','Covenant Capital Group',149.85,17.90,2.06,60.00,146.00,94.00
'Covenant Apartment Fund VI','Covenant Capital Group',443.00,13.90,1.28,118.33,10.12,98.20
'Covenant Apartment Fund VII','Covenant Capital Group',450.00,3.09,1.31,6.92,123.61,93.33
'Covenant Apartment Fund VIII','Covenant Capital Group',680.00,21.92,1.51,0.00,150.84,81.67
'Covenant Institutional Real Estate Fund I','Covenant Capital Group',712.00,28.10,1.61,0.41,160.52,96.93
'Creador I','Creador Management Company',21.50,0.17,1.60,138.73,21.10,85.65
'Creador II','Creador Management Company',300.00,12.80,1.65,0.00,165.04,100.00
'Creador III','Creador Management Company',500.00,16.60,2.32,40.71,191.41,94.65
'Creathor Venture Fund II','Creathor Ventures',550.00,35.10,3.18,139.02,179.10,117.25
'Creathor Venture Fund III','Creathor Ventures',12.00,-44.60,0.22,0.00,22.04,101.00
'Creathor Venture Fund IV','Creathor Ventures',928.10,3.50,1.16,0.60,115.22,114.39
'Creation Investment Social Ventures Fund I','Creation Investments Capital Management',1333.20,3.90,1.23,3.53,119.85,102.88
'Creation Investment Social Ventures Fund II','Creation Investments Capital Management',458.00,7.30,1.40,10.89,129.55,122.55
'Creation Investment Social Ventures Fund III','Creation Investments Capital Management',450.00,11.80,1.75,39.70,134.96,105.18
'Credit Card Holding Co-Investment','Exxel Group',25.00,23.60,1.81,57.45,123.07,100.49
'Crescent Capital I','Crescent Capital',256.00,62.20,1.33,0.00,132.71,100.00
'Crescent Capital Partners Growth Fund','Crescent Capital Partners',60.00,36.80,1.65,0.00,165.19,100.00
'Crescent Capital Partners II','Crescent Capital Partners',605.00,13.95,2.30,3.68,226.07,99.32
'Crescent Capital Partners III','Crescent Capital Partners',920.00,-1.21,0.94,0.00,93.64,109.98
'Crescent Capital Partners IV','Crescent Capital Partners',656.00,14.57,1.69,20.25,148.97,87.55
'Crescent Capital Partners V','Crescent Capital Partners',101.00,20.80,2.66,133.92,132.21,101.88
'Crescent Direct Lending Fund','Crescent Capital Group',160.00,9.30,1.71,0.00,171.20,99.90
'Crescent Mezzanine Partners VI','Crescent Capital Group',163.00,0.60,1.01,92.07,8.60,60.06
'Crescent Mezzanine Partners VII','Crescent Capital Group',746.20,2.30,1.15,10.91,104.08,105.08
'Cressey & Co. Fund IV','Cressey & Company',133.00,9.70,1.72,10.35,161.23,90.32
'Cressey & Co. Fund V','Cressey & Company',300.00,8.60,1.49,3.28,145.66,92.30
'Crestview Partners','Crestview Partners',500.00,8.00,1.37,28.29,108.78,92.27
'Crestview Partners II','Crestview Partners',198.40,9.20,1.16,90.91,25.45,55.98
'Crimson Asia Capital','Crimson Investment',225.00,-2.03,0.87,37.38,49.24,89.94
'Crimson@Velocity','Crimson Investment',41.00,27.22,2.15,0.00,215.23,96.00
'Cross Atlantic Co-Investment Fund II','Cross Atlantic Capital Partners',100.00,10.30,1.64,9.70,154.48,86.05
'Cross Atlantic Technology Fund II','Cross Atlantic Capital Partners',37.20,11.68,2.79,0.27,279.13,75.00
'Cross Creek Capital Partners II','Cross Creek Advisors',5.00,27.00,2.30,190.00,40.00,100.00
'CrossHarbor Institutional Partners 2014','CrossHarbor Capital Partners',187.50,19.60,2.86,212.72,73.62,84.30
'CrossHarbor Institutional Partners II','CrossHarbor Capital Partners',375.00,15.00,2.47,164.84,82.18,92.12
'Crosslink Ventures III','Crosslink Capital',22.30,11.70,1.56,7.68,148.49,88.50
'Crosslink Ventures IV','Crosslink Capital',83.10,3.96,1.26,37.00,89.40,100.00
'Crossroads Capital','Neuberger Berman',45.00,7.26,1.25,72.73,52.00,91.00
'Crossroads Constitution Fund','Neuberger Berman',16.60,2.99,1.22,49.37,72.72,100.00
'Crossroads Cornerstone XV','Neuberger Berman',125.00,16.30,2.13,0.00,212.54,100.00
'Crow Family Holdings Realty Partners','Crow Holdings Capital – Real Estate',94.00,5.60,1.49,0.00,148.71,100.00
'Crow Holdings Realty Partners II','Crow Holdings Capital – Real Estate',140.50,13.50,2.49,63.89,185.11,100.00
'Crow Holdings Realty Partners III','Crow Holdings Capital – Real Estate',117.90,4.60,1.25,34.54,90.60,100.00
'Crow Holdings Realty Partners IV','Crow Holdings Capital – Real Estate',130.90,12.20,1.41,131.41,9.97,98.50
'Crow Holdings Retail Fund','Crow Holdings Capital – Real Estate',402.90,16.10,1.40,119.72,19.80,54.24
'Crown Asia-Pacific Private Equity','LGT Capital Partners',600.00,22.90,2.01,132.94,68.27,97.00
'Crown Asia-Pacific Private Equity II','LGT Capital Partners',450.00,13.80,2.27,24.83,201.71,100.00
'Crown Distressed Credit Opportunities','LGT Capital Partners',650.00,9.00,1.42,29.87,112.57,99.00
'Crown Distressed Credit Opportunities II','LGT Capital Partners',675.00,13.00,1.28,122.71,4.89,91.00
'Crown Europe Middle Market III','LGT Capital Partners',211.00,-6.60,0.69,0.00,69.00,102.00
'Crown European Buyout Opportunities','LGT Capital Partners',537.58,18.00,1.77,0.00,177.04,100.00
'Crown European Private Equity','LGT Capital Partners',482.48,40.40,2.37,0.00,236.60,78.30
'Crown Global Secondaries I','LGT Capital Partners',1425.03,18.10,1.91,0.00,190.72,81.22
'Crown Global Secondaries II','LGT Capital Partners',2661.12,16.20,1.54,0.00,153.86,117.26
'Crown Global Secondaries III','LGT Capital Partners',4220.30,-12.20,0.46,0.05,46.23,104.76
'Crown Premium Private Equity Buyout','LGT Capital Partners',185.00,7.30,1.28,0.00,127.60,100.00
'Crown Premium Private Equity III','LGT Capital Partners',243.00,11.50,1.41,0.00,140.57,91.20
'Crown Premium Private Equity IV','LGT Capital Partners',255.00,21.79,1.45,0.09,144.44,98.71
'Custos Income & Growth Fund II','Kairos Investment Management Company',236.00,15.70,1.51,83.29,67.57,102.82
'Cuyahoga Capital Emerging Buyout Partners','Private Advisors',272.00,9.50,1.17,0.00,116.81,90.60
'Cuyahoga Capital Partners I','Private Advisors',600.00,-10.50,0.45,0.00,44.55,89.89
'Cuyahoga Capital Partners II','Private Advisors',1015.00,12.45,1.36,0.00,135.53,100.20
'Cuyahoga Capital Partners III','Private Advisors',100.20,3.40,1.59,110.47,48.25,68.70
'Cuyahoga Capital Partners IV','Private Advisors',50.00,7.00,1.92,0.00,192.00,100.00
'Cypress Grove International','Alpine Grove Partners',562.28,4.20,1.29,10.64,117.99,92.73
'Cypress Merchant Banking Partners I','The Cypress Group',315.33,8.85,1.59,83.34,76.08,105.60
'Cypress Merchant Banking Partners II','The Cypress Group',154.80,9.39,1.57,0.14,156.72,100.00
'Cyprium Investors IV','Cyprium Partners',59.24,12.30,1.94,0.00,194.15,100.00
'DAG Ventures Fund IV','DAG Ventures',66.04,9.17,1.56,0.14,156.05,100.00
'DAG Ventures Fund V','DAG Ventures',47.31,15.14,2.35,0.00,235.36,100.00
'DB Real Estate Global Opportunities Funds IB','DWS Group',13.30,15.40,2.99,0.00,299.10,100.00
'DBC II','DBAY Advisors',13.58,55.70,3.51,0.00,350.80,100.00
'DBG Eastern Europe I','Arx Equity Partners',37.26,63.00,3.81,0.00,381.20,100.00
'DBG Eastern Europe II','Arx Equity Partners',69.98,4.06,1.27,0.00,127.12,100.00
'DBL Equity Fund-BAEF II','DBL Partners',162.17,10.39,1.60,0.00,160.25,97.55
'DCM A-Fund II','DCM',464.65,6.12,1.71,109.64,61.65,97.78
'DCM V','DCM',127.11,10.20,1.34,30.22,103.88,90.17
'DCM Ventures China Fund (DCM VIII)','DCM',241.96,14.00,1.34,2.61,131.58,100.00
'DDJ Total Return Loan Fund','DDJ Capital Management',145.45,1.57,1.09,27.18,81.43,91.09
'DFJ Frontier II','DFJ Frontier',3.90,23.00,1.43,0.00,143.00,100.00
'DFJ Mercury Fund II','Mercury Fund',208.90,26.20,2.11,64.33,146.96,96.43
'DFJ Mercury Silverstone Fund','Mercury Fund',340.00,15.40,1.18,115.20,2.34,47.43
'DFW Capital III',"'DFW Capital Partners	'",568.62,36.30,1.96,157.48,38.58,53.25
'DFW Capital Partners Fund IV',"'DFW Capital Partners	'",10.00,13.50,1.60,0.00,160.00,100.00
'DFW Capital Partners Fund V',"'DFW Capital Partners	'",20.00,6.23,1.42,0.00,141.50,80.00
'DGF CAPITAL 1 (REIF)','DGF Investimentos',35.50,35.00,11.78,0.00,1178.00,97.70
'DLJ Investment Partners II','Portfolio Advisors',90.00,13.59,2.01,152.98,47.86,86.50
'DLJ Merchant Banking Partners I','aPriori Capital Partners',220.51,6.97,1.47,18.76,128.45,94.90
'DLJ Merchant Banking Partners II','aPriori Capital Partners',125.31,7.99,1.58,33.76,124.19,100.00
'DLJ Merchant Banking Partners III','aPriori Capital Partners',22.39,11.91,1.55,0.00,155.15,99.00
'DLJ Real Estate Capital Partners','DLJ Real Estate Capital Partners',19.58,24.90,2.00,0.00,199.73,100.00
'DLJ Real Estate Capital Partners II','DLJ Real Estate Capital Partners',57.73,8.92,1.48,0.00,147.56,100.00
'DLJ Real Estate Capital Partners IV','DLJ Real Estate Capital Partners',75.76,10.46,1.68,13.17,155.06,93.08
'DLJ Real Estate Capital Partners V China','DLJ Real Estate Capital Partners',37.91,6.49,1.49,16.97,132.00,96.20
'DLJ Real Estate Capital Partners V Global','DLJ Real Estate Capital Partners',99.11,8.43,1.72,83.12,88.55,94.26
'DLJ Real Estate Mezzanine Capital','DLJ Real Estate Capital Partners',81.80,7.09,1.40,78.85,61.20,70.10
'DMP Fund I','Cento Ventures',132.22,8.26,1.41,51.89,88.87,90.75
'DN Capital - Global Venture Capital III','DN Capital',19.86,13.73,1.74,129.27,44.42,99.05
'DN Capital - Global Venture Capital IV','DN Capital',103.00,15.43,2.08,72.52,135.09,87.50
'DN Partners II','DN Partners',46.50,12.18,1.35,114.02,20.65,79.90
'DP Fund','Ocean Equity Partners',26.15,6.86,1.24,100.90,23.52,85.05
'DRA Growth & Income Fund','DRA Advisors',37.00,19.24,2.10,149.02,61.46,68.50
'DRA Growth & Income Fund II','DRA Advisors',47.00,6.72,1.40,0.00,140.33,98.43
'DRA Growth & Income Fund III','DRA Advisors',276.60,10.63,1.45,36.48,108.12,94.30
'DRA Growth & Income Fund IV','DRA Advisors',564.30,16.13,1.30,101.43,28.92,78.82
'DRA Growth & Income Fund V','DRA Advisors',39.26,18.22,1.51,137.20,13.84,79.50
'DRA Growth & Income Fund VI','DRA Advisors',103.17,10.86,1.18,112.26,6.06,57.80
'DRA Growth & Income Fund VII','DRA Advisors',84.70,14.96,1.21,112.26,8.78,41.00
'DRA Opportunity Fund','DRA Advisors',78.36,11.66,1.44,52.89,91.50,100.00
'DRC I','DRC Capital',383.00,16.96,1.22,109.89,12.31,66.00
'DRC II','DRC Capital',18.00,48.59,5.29,0.00,529.23,100.00
'DSF Capital Partners IV','The DSF Group',86.10,5.16,1.32,0.06,131.71,97.00
'DSV Partners','Data Science Ventures',71.00,9.30,1.81,20.41,161.02,97.00
'DT Capital China Growth Fund','DT Capital Partners',44.00,8.59,1.73,24.00,149.21,97.00
'DT Ventures China II','DT Capital Partners',102.60,4.76,1.35,22.77,112.17,95.00
'DTC Private Equity II','Diversified Trust',600.00,18.35,1.93,0.00,192.80,100.00
